t,x,y,z,salinity_psu,temperature_c,depth_m,budget_used_m
399.50,38.686,-12.665,-70.407,40.4849,23.4386,70.407,356.6
400.50,37.770,-12.203,-70.448,40.4240,23.4345,70.501,357.6
401.50,36.993,-11.946,-70.373,40.3872,23.4458,70.319,358.4
402.50,36.171,-11.610,-70.448,40.4822,23.4288,70.471,359.3
403.50,35.382,-11.352,-70.489,40.4547,23.4157,70.359,360.2
404.50,34.565,-11.036,-70.385,40.3820,23.4111,70.360,361.1
405.50,33.728,-10.689,-70.425,40.3438,23.3955,70.412,362.0
406.50,32.737,-10.291,-70.383,40.2643,23.3817,70.206,363.1
407.50,31.883,-10.143,-70.365,40.1724,23.3699,70.364,364.0
408.50,31.108,-9.700,-70.394,40.2303,23.3759,70.322,364.9
409.50,30.321,-9.460,-70.475,40.1314,23.3463,70.436,365.7
410.50,29.476,-9.200,-70.361,40.1407,23.3817,70.402,366.6
411.50,28.547,-8.850,-70.366,40.2691,23.3516,70.362,367.6
412.50,27.783,-8.636,-70.467,40.1689,23.3853,70.410,368.4
413.50,26.974,-8.324,-70.361,40.2684,23.4366,70.371,369.3
414.50,26.329,-8.430,-70.430,40.1739,23.4222,70.481,370.1
415.50,25.981,-8.960,-70.483,40.0669,23.3343,70.376,370.7
416.50,25.753,-9.581,-70.472,40.0801,23.3561,70.474,371.4
417.50,25.715,-10.381,-70.524,40.0574,23.3342,70.586,372.2
418.50,25.632,-11.296,-70.410,40.0045,23.3769,70.369,373.2
419.50,25.640,-12.151,-70.493,39.9112,23.2425,70.583,374.0
420.50,25.574,-13.027,-70.480,39.9075,23.2951,70.517,374.9
421.50,25.638,-13.879,-70.382,39.8942,23.3030,70.390,375.8
422.50,25.491,-14.794,-70.473,39.7887,23.3214,70.455,376.7
423.50,25.444,-15.672,-70.440,39.7877,23.3096,70.345,377.6
424.50,25.493,-16.498,-70.406,39.8310,23.2898,70.653,378.5
425.50,25.570,-17.527,-70.443,39.9264,23.2973,70.403,379.5
426.50,25.473,-18.423,-70.471,39.8789,23.2911,70.506,380.4
427.50,25.437,-19.412,-70.400,39.7956,23.2825,70.467,381.4
428.50,25.428,-20.196,-70.477,39.8428,23.2954,70.494,382.2
429.50,25.544,-20.944,-70.412,39.8270,23.2691,70.425,383.0
430.50,25.851,-20.980,-70.184,39.8813,23.3084,70.218,383.5
431.50,26.504,-20.784,-69.867,39.8482,23.3201,69.850,384.2
432.50,27.152,-20.271,-69.505,39.9176,23.2602,69.617,385.1
433.50,27.705,-19.831,-69.102,39.8622,23.3250,69.025,385.9
434.50,28.399,-19.257,-68.749,39.9232,23.2905,68.805,386.9
435.50,29.075,-18.775,-68.409,39.8105,23.3479,68.337,387.8
436.50,29.778,-18.143,-68.495,39.7973,23.2918,68.615,388.8
437.50,30.481,-17.653,-68.572,39.8689,23.3313,68.580,389.7
438.50,31.064,-17.076,-68.602,39.9318,23.3010,68.521,390.6
439.50,31.782,-16.449,-68.724,39.9070,23.3155,68.670,391.5
440.50,32.435,-15.849,-68.664,39.8978,23.2997,68.726,392.4
441.50,33.211,-15.247,-68.627,39.8575,23.3361,68.672,393.4
442.50,33.817,-14.723,-68.589,40.0070,23.3345,68.640,394.2
443.50,34.545,-14.289,-68.663,39.8887,23.3422,68.729,395.1
444.50,35.182,-13.512,-68.656,39.9853,23.3724,68.597,396.1
445.50,35.921,-13.041,-68.672,40.0504,23.3616,68.849,397.0
446.50,36.572,-12.380,-68.594,40.0669,23.4007,68.609,398.0
447.50,37.233,-11.835,-68.579,40.1073,23.4265,68.544,398.9
448.50,38.001,-11.239,-68.593,40.2999,23.4191,68.586,399.8
449.50,38.604,-10.741,-68.659,40.3729,23.4357,68.602,400.6
450.50,39.427,-10.141,-68.596,40.5943,23.4454,68.413,401.7
451.50,40.028,-9.443,-68.552,40.8022,23.5486,68.496,402.6
452.50,40.801,-8.888,-68.603,40.9982,23.5871,68.584,403.5
453.50,41.436,-8.372,-68.641,41.1547,23.6238,68.603,404.4
454.50,42.099,-7.694,-68.554,41.4623,23.6980,68.465,405.4
455.50,42.696,-7.144,-68.682,41.4798,23.7344,68.498,406.2
456.50,43.505,-6.626,-68.754,41.6477,23.7753,68.951,407.2
457.50,44.117,-6.054,-68.571,41.8993,23.8509,68.592,408.1
458.50,44.889,-5.345,-68.684,41.9974,23.8191,68.678,409.1
459.50,45.004,-4.832,-68.686,41.9844,23.8696,68.666,409.7
460.50,44.565,-4.472,-69.119,42.3727,23.9077,68.983,410.4
461.50,44.070,-3.997,-69.298,42.5868,23.9981,69.401,411.2
462.50,43.433,-3.567,-69.700,42.9982,24.0577,69.648,412.0
463.50,42.600,-3.245,-70.165,43.5856,24.2445,70.224,413.1
464.50,41.826,-2.893,-70.555,44.3616,24.3782,70.700,414.0
465.50,40.969,-2.460,-70.570,44.3373,24.4364,70.676,415.0
466.50,40.181,-2.046,-70.431,44.2891,24.3680,70.492,415.9
467.50,39.322,-1.820,-70.247,44.0003,24.3480,70.273,416.9
468.50,38.568,-1.428,-70.340,44.2044,24.3993,70.218,417.7
469.50,37.710,-1.100,-70.294,44.2898,24.3941,70.357,418.6
470.50,36.970,-0.686,-70.352,44.4467,24.4490,70.295,419.5
471.50,36.092,-0.309,-70.435,44.4950,24.4758,70.469,420.5
472.50,35.263,0.042,-70.379,44.0242,24.3258,70.438,421.4
473.50,34.444,0.369,-70.371,43.5756,24.1992,70.288,422.2
474.50,33.614,0.788,-70.382,43.1766,24.1224,70.247,423.2
475.50,32.739,1.096,-70.285,43.1634,24.0951,70.173,424.1
476.50,32.037,1.519,-70.284,43.1358,24.1149,70.256,425.0
477.50,31.173,1.802,-70.312,42.8417,24.0439,70.428,425.9
478.50,30.345,2.178,-70.382,42.5460,23.9843,70.438,426.8
479.50,29.543,2.572,-70.355,42.4233,23.9526,70.399,427.7
480.50,28.712,2.886,-70.325,42.3673,23.9571,70.337,428.6
481.50,27.849,3.199,-70.307,42.3972,23.9242,70.308,429.5
482.50,27.338,3.224,-70.226,42.5078,23.9581,70.216,430.1
483.50,27.268,2.725,-69.815,44.7038,24.5516,69.979,430.7
484.50,27.268,2.064,-69.776,45.3792,24.7207,69.652,431.4
485.50,27.384,1.198,-69.713,46.3394,24.9542,69.837,432.3
486.50,27.537,0.363,-69.907,45.2580,24.6811,69.878,433.2
487.50,27.537,-0.507,-69.830,45.8895,24.7843,69.777,434.1
488.50,27.804,-1.283,-69.958,44.7652,24.5457,70.090,435.0
489.50,27.906,-2.213,-69.813,45.1567,24.6374,69.759,435.9
490.50,28.144,-3.031,-69.823,44.4946,24.4383,69.833,436.8
491.50,28.266,-3.927,-69.851,43.5027,24.2084,69.779,437.7
492.50,28.361,-4.826,-69.843,42.7325,24.0560,69.566,438.6
493.50,28.589,-5.693,-69.778,42.2625,23.8622,69.847,439.5
494.50,28.804,-6.516,-69.875,41.3770,23.6943,69.873,440.4
495.50,28.977,-7.491,-69.860,40.8566,23.5914,69.805,441.4
496.50,29.149,-8.431,-69.896,40.5310,23.5177,69.872,442.4
497.50,29.380,-9.238,-69.976,40.3322,23.3926,70.131,443.2
498.50,29.410,-10.108,-69.845,40.0935,23.3891,69.727,444.1
499.50,29.591,-10.944,-69.868,40.0643,23.3842,70.127,445.0
500.50,29.839,-11.906,-69.893,39.9246,23.3538,69.623,446.0
501.50,29.888,-12.804,-69.792,39.8747,23.3403,69.774,447.0
502.50,30.080,-13.653,-69.798,39.9035,23.3025,69.841,447.8
503.50,30.301,-14.628,-69.876,39.9304,23.3497,69.932,448.8
504.50,30.487,-15.410,-69.888,39.9068,23.3282,69.873,449.7
505.50,30.596,-16.361,-69.964,39.9313,23.2948,70.155,450.6
506.50,30.805,-17.241,-69.844,39.8566,23.3066,69.865,451.5
507.50,30.998,-18.053,-69.775,39.8667,23.3205,69.756,452.4
508.50,31.121,-18.977,-69.868,39.8274,23.2821,69.824,453.4
509.50,31.219,-19.934,-69.831,39.8083,23.3244,69.846,454.3
510.50,31.397,-20.787,-69.862,39.8494,23.2754,69.952,455.3
511.50,31.498,-21.614,-69.872,39.6841,23.3078,69.879,456.1
512.50,31.836,-22.579,-69.801,39.8191,23.3058,69.694,457.2
513.50,31.939,-23.422,-69.860,39.8458,23.2939,69.824,458.0
514.50,31.940,-23.631,-70.027,39.8577,23.3368,70.100,458.5
515.50,31.760,-23.335,-70.247,39.8981,23.2846,70.282,458.9
516.50,31.512,-22.782,-70.588,39.8482,23.2883,70.510,459.6
517.50,31.165,-22.051,-70.936,39.8737,23.3198,71.007,460.5
518.50,30.966,-21.388,-70.973,39.9467,23.2990,70.907,461.2
519.50,30.629,-20.531,-70.958,39.8490,23.2839,70.791,462.2
520.50,30.338,-19.649,-70.742,39.7791,23.3004,70.808,463.1
521.50,30.042,-18.775,-70.740,39.9809,23.3167,70.860,464.1
522.50,29.820,-18.048,-70.692,39.8846,23.3233,70.575,464.9
523.50,29.429,-17.167,-70.809,39.8664,23.3426,70.868,465.9
524.50,29.133,-16.288,-70.871,39.9042,23.2875,70.681,466.9
525.50,28.808,-15.435,-70.825,39.9319,23.2565,71.008,467.8
526.50,28.566,-14.705,-70.818,39.8120,23.3200,70.769,468.6
527.50,28.073,-13.917,-70.887,39.9281,23.2758,70.752,469.5
528.50,27.793,-12.956,-70.824,39.9491,23.3203,70.871,470.6
529.50,27.631,-12.076,-70.805,39.9426,23.2972,70.969,471.5
530.50,27.196,-11.248,-70.749,39.9225,23.2956,70.757,472.5
531.50,26.882,-10.437,-70.815,39.9455,23.3038,70.631,473.4
532.50,26.568,-9.551,-70.920,40.0860,23.3196,71.146,474.3
533.50,26.144,-8.601,-70.744,40.0677,23.3479,70.756,475.4
534.50,25.963,-7.914,-70.810,40.0970,23.3507,70.733,476.1
535.50,25.680,-6.993,-70.750,40.2476,23.4179,70.600,477.1
536.50,25.301,-6.159,-70.791,40.3593,23.4854,70.723,478.1
537.50,25.008,-5.359,-70.790,40.5252,23.4388,70.771,478.9
538.50,24.736,-4.469,-70.744,40.7076,23.5309,70.725,479.9
